sample id,source,batch number,batch date,xrf-wafer_formula,xrf-wafer_stdev,xrf-gde_formula,xrf-gde_stdev,libs-wafer_formula,libs-wafer_stdev,xrf-wafter-afteranneal_formula,xrf-wafer_Ag_mean,xrf-wafer_Ag_stdev,xrf-wafer_Au_mean,xrf-wafer_Au_stdev,xrf-gde_Ag_mean,xrf-gde_Ag_stdev,xrf-gde_Au_mean,xrf-gde_Au_stdev,xrf-wafer_Cu_mean,xrf-wafer_Cu_stdev,xrf-wafer_Hg_mean,xrf-wafer_Hg_stdev,xrf-wafer_Ir_mean,xrf-wafer_Ir_stdev,xrf-wafer_Pd_mean,xrf-wafer_Pd_stdev,xrf-wafer_Rh_mean,xrf-wafer_Rh_stdev,xrf-wafer_Ru_mean,xrf-wafer_Ru_stdev,xrf-wafer_Tl_mean,xrf-wafer_Tl_stdev,xrf-wafer_Cd_mean,xrf-wafer_Cd_stdev,xrf-wafer_Sn_mean,xrf-wafer_Sn_stdev,xrf-wafer_Co_mean,xrf-wafer_Co_stdev,xrf-wafer_Cr_mean,xrf-wafer_Cr_stdev,xrf-wafer_Fe_mean,xrf-wafer_Fe_stdev,xrf-wafer_Ga_mean,xrf-wafer_Ga_stdev,xrf-wafer_In_mean,xrf-wafer_In_stdev,xrf-wafer_Mn_mean,xrf-wafer_Mn_stdev,xrf-wafer_Ni_mean,xrf-wafer_Ni_stdev,xrf-wafer_O_mean,xrf-wafer_O_stdev,xrf-wafer_Pb_mean,xrf-wafer_Pb_stdev,xrf-wafer_Si_mean,xrf-wafer_Si_stdev,xrf-wafer_Zn_mean,xrf-wafer_Zn_stdev,xrf-gde_In_mean,xrf-gde_In_stdev,libs-wafer_Au_mean,libs-wafer_Au_stdev,libs-wafer_In_mean,libs-wafer_In_stdev,xrf-gde_Cu_mean,xrf-gde_Cu_stdev,xrf-wafter-afteranneal_Pd_mean,xrf-wafter-afteranneal_Pd_stdev,xrf-wafter-afteranneal_Sn_mean,xrf-wafter-afteranneal_Sn_stdev,xrf-wafter-afteranneal_stdev,xrf-gde_Pd_mean,xrf-gde_Pd_stdev,xrf-gde_Sn_mean,xrf-gde_Sn_stdev,xrf-gde_Zn_mean,xrf-gde_Zn_stdev,xrf-gde_Ga_mean,xrf-gde_Ga_stdev
vsp8_240802_Pd-0.867-Zn-0.133_pp0_rep1,vsp,8,240802,Pd-0.809-Zn-0.191,"[0.0520032050294338, 0.0520032050294338]",Pd-0.884-Zn-0.116,"[0.0032145502536642, 0.0032145502536643]",,,,,,,,,,,,,,,,,,0.8093333333333333,0.0520032050294338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1906666666666666,0.0520032050294338,,,,,,,,,,,,,,0.8836666666666666,0.0032145502536642,,,0.1163333333333333,0.0032145502536643,,
vsp8_240802_Pd-0.889-Zn-0.111_pp0_rep1,vsp,8,240802,Pd-0.899-Zn-0.101,"[0.0190525588832576, 0.0187638837486628]",Pd-0.917-Zn-0.083,"[0.0102632028788937, 0.0103355373993485]",,,,,,,,,,,,,,,,,,0.899,0.0190525588832576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1011666666666666,0.0187638837486628,,,,,,,,,,,,,,0.9166666666666666,0.0102632028788937,,,0.0831666666666666,0.0103355373993485,,
vsp8_240802_Pd-1.0_pp0_rep1,vsp,8,240802,Pd-1.0,[0.0364280112001739],Pd-1.0,[0.0081853527718723],,,,,,,,,,,,,,,,,,0.972,0.0364280112001739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0278333333333333,0.0369153536260095,,,,,,,,,,,,,,0.968,0.0081853527718723,,,0.0322,0.0078562077365609,,
vsp8_240802_Zn-1.0_pp0_rep1,vsp,8,240802,Zn-1.0,[0.0035118845842842],Zn-1.0,[0.0056862407030772],,,,,,,,,,,,,,,,,,0.0084333333333333,0.0030501366089625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9916666666666668,0.0035118845842842,,,,,,,,,,,,,,0.0654333333333333,0.0058534889880594,,,0.9346666666666666,0.0056862407030772,,
vsp11_240802_Ag-0.111-Zn-0.889_pp0_rep1,vsp,11,240802,Ag-0.198-Zn-0.802,"[0.0069999999999999, 0.007]",Ag-0.24-Zn-0.76,"[0.0137961347243832, 0.0137961347243832]",,,,0.198,0.0069999999999999,,,0.2403333333333333,0.0137961347243832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.802,0.007,,,,,,,,,,,,,,,,,,0.7596666666666668,0.0137961347243832,,
vsp11_240802_Ag-0.167-Zn-0.833_pp0_rep1,vsp,11,240802,Ag-0.262-Zn-0.738,"[0.0078102496759066, 0.0078102496759066]",Ag-0.307-Zn-0.693,"[0.006557438524302, 0.0065574385243019]",,,,0.262,0.0078102496759066,,,0.307,0.006557438524302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.738,0.0078102496759066,,,,,,,,,,,,,,,,,,0.693,0.0065574385243019,,
vsp11_240802_Ag-0.2-Zn-0.8_pp0_rep1,vsp,11,240802,Ag-0.257-Zn-0.743,"[0.0270554985169373, 0.0270554985169372]",Ag-0.306-Zn-0.694,"[0.0080208062770106, 0.0080208062770107]",,,,0.257,0.0270554985169373,,,0.3063333333333333,0.0080208062770106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.743,0.0270554985169372,,,,,,,,,,,,,,,,,,0.6936666666666667,0.0080208062770107,,
vsp11_240802_Ag-0.222-Zn-0.778_pp0_rep1,vsp,11,240802,Ag-0.261-Zn-0.739,"[0.0079372539331937, 0.0079372539331937]",Ag-0.33-Zn-0.67,"[0.007767453465154, 0.007767453465154]",,,,0.261,0.0079372539331937,,,0.3296666666666667,0.007767453465154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739,0.0079372539331937,,,,,,,,,,,,,,,,,,0.6703333333333333,0.007767453465154,,
vsp11_240802_Ag-0.25-Zn-0.75_pp0_rep1,vsp,11,240802,Ag-0.292-Zn-0.708,"[0.0052915026221291, 0.0052915026221292]",Ag-0.324-Zn-0.676,"[0.0085440037453175, 0.0085440037453175]",,,,0.292,0.0052915026221291,,,0.324,0.0085440037453175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7080000000000001,0.0052915026221292,,,,,,,,,,,,,,,,,,0.676,0.0085440037453175,,
vsp11_240802_Ag-0.25-Zn-0.75_pp0_rep2,vsp,11,240802,Ag-0.302-Zn-0.698,"[0.0090737717258774, 0.0090737717258774]",Ag-0.379-Zn-0.621,"[0.0034641016151377, 0.0034641016151377]",,,,0.3016666666666667,0.0090737717258774,,,0.379,0.0034641016151377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6983333333333333,0.0090737717258774,,,,,,,,,,,,,,,,,,0.621,0.0034641016151377,,
vsp11_240802_Ag-0.25-Zn-0.75_pp0_rep3,vsp,11,240802,Ag-0.328-Zn-0.672,"[0.0220529665426974, 0.0220529665426974]",Ag-0.345-Zn-0.655,"[0.0026457513110645, 0.0026457513110645]",,,,0.3283333333333333,0.0220529665426974,,,0.345,0.0026457513110645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6716666666666665,0.0220529665426974,,,,,,,,,,,,,,,,,,0.6549999999999999,0.0026457513110645,,
vsp11_240802_Ag-0.333-Zn-0.667_pp0_rep1,vsp,11,240802,Ag-0.316-Zn-0.684,"[0.0200748598998847, 0.0200748598998847]",Ag-0.355-Zn-0.645,"[0.0030550504633038, 0.0030550504633038]",,,,0.316,0.0200748598998847,,,0.3546666666666667,0.0030550504633038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.684,0.0200748598998847,,,,,,,,,,,,,,,,,,0.6453333333333333,0.0030550504633038,,
vsp11_240802_Ag-0.375-Zn-0.625_pp0_rep1,vsp,11,240802,Ag-0.372-Zn-0.628,"[0.0434856298103177, 0.0434856298103177]",Ag-0.413-Zn-0.587,"[0.0070945988845975, 0.0070945988845975]",,,,0.372,0.0434856298103177,,,0.4126666666666667,0.0070945988845975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628,0.0434856298103177,,,,,,,,,,,,,,,,,,0.5873333333333333,0.0070945988845975,,
vsp11_240802_Ag-0.4-Zn-0.6_pp0_rep1,vsp,11,240802,Ag-0.321-Zn-0.679,"[0.0402864741569673, 0.0402864741569673]",Ag-0.424-Zn-0.576,"[0.0050332229568471, 0.0050332229568471]",,,,0.321,0.0402864741569673,,,0.4236666666666666,0.0050332229568471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6789999999999999,0.0402864741569673,,,,,,,,,,,,,,,,,,0.5763333333333334,0.0050332229568471,,
vsp11_240802_Ag-0.429-Zn-0.571_pp0_rep1,vsp,11,240802,Ag-0.41-Zn-0.59,"[0.0120138808606267, 0.0120138808606267]",Ag-0.478-Zn-0.522,"[0.0070945988845975, 0.0070945988845975]",,,,0.4096666666666667,0.0120138808606267,,,0.4776666666666666,0.0070945988845975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5903333333333333,0.0120138808606267,,,,,,,,,,,,,,,,,,0.5223333333333333,0.0070945988845975,,
vsp11_240802_Ag-0.462-Zn-0.538_pp0_rep1,vsp,11,240802,Ag-0.426-Zn-0.574,"[0.0386910842443062, 0.0386910842443061]",Ag-0.476-Zn-0.524,"[0.0127671453348037, 0.0127671453348036]",,,,0.426,0.0386910842443062,,,0.476,0.0127671453348037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574,0.0386910842443061,,,,,,,,,,,,,,,,,,0.524,0.0127671453348036,,
vsp11_240802_Ag-0.5-Zn-0.5_pp0_rep1,vsp,11,240802,Ag-0.512-Zn-0.488,"[0.0357631094844953, 0.0357631094844953]",Ag-0.575-Zn-0.425,"[0.0126622799421483, 0.0126622799421483]",,,,0.512,0.0357631094844953,,,0.5746666666666665,0.0126622799421483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488,0.0357631094844953,,,,,,,,,,,,,,,,,,0.4253333333333333,0.0126622799421483,,
vsp11_240802_Ag-0.556-Zn-0.444_pp0_rep1,vsp,11,240802,Ag-0.592-Zn-0.408,"[0.0079372539331937, 0.0079372539331937]",Ag-0.658-Zn-0.342,"[0.0092915732431775, 0.0092915732431775]",,,,0.592,0.0079372539331937,,,0.6576666666666666,0.0092915732431775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4080000000000001,0.0079372539331937,,,,,,,,,,,,,,,,,,0.3423333333333334,0.0092915732431775,,
vsp11_240802_Ag-0.583-Zn-0.417_pp0_rep1,vsp,11,240802,Ag-0.668-Zn-0.332,"[0.0385529938310027, 0.0385529938310027]",Ag-0.711-Zn-0.289,"[0.0147309198626563, 0.0147309198626562]",,,,0.6676666666666667,0.0385529938310027,,,0.711,0.0147309198626563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3323333333333333,0.0385529938310027,,,,,,,,,,,,,,,,,,0.289,0.0147309198626562,,
vsp11_240802_Ag-0.6-Zn-0.4_pp0_rep1,vsp,11,240802,Ag-0.737-Zn-0.263,"[0.0202072594216369, 0.0202072594216368]",Ag-0.746-Zn-0.254,"[0.0115036226178248, 0.0115036226178249]",,,,0.7366666666666667,0.0202072594216369,,,0.7456666666666667,0.0115036226178248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2633333333333333,0.0202072594216368,,,,,,,,,,,,,,,,,,0.2543333333333333,0.0115036226178249,,
vsp11_240802_Ag-0.625-Zn-0.375_pp0_rep1,vsp,11,240802,Ag-0.807-Zn-0.193,"[0.0189296944860008, 0.0189296944860009]",Ag-0.848-Zn-0.152,"[0.0049328828623161, 0.0049328828623162]",,,,0.8066666666666666,0.0189296944860008,,,0.8476666666666667,0.0049328828623161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1933333333333333,0.0189296944860009,,,,,,,,,,,,,,,,,,0.1523333333333333,0.0049328828623162,,
vsp11_240802_Ag-0.667-Zn-0.333_pp0_rep1,vsp,11,240802,Ag-0.789-Zn-0.211,"[0.0102143689640296, 0.0102143689640297]",Ag-0.829-Zn-0.171,"[0.0076376261582597, 0.0076376261582597]",,,,0.7886666666666667,0.0102143689640296,,,0.8286666666666668,0.0076376261582597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2113333333333333,0.0102143689640297,,,,,,,,,,,,,,,,,,0.1713333333333333,0.0076376261582597,,
vsp11_240802_Ag-0.75-Zn-0.25_pp0_rep1,vsp,11,240802,Ag-0.779-Zn-0.221,"[0.0066583281184793, 0.0066583281184794]",Ag-0.78-Zn-0.22,"[0.0105356537528527, 0.0105356537528527]",,,,0.7793333333333333,0.0066583281184793,,,0.7799999999999999,0.0105356537528527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2206666666666666,0.0066583281184794,,,,,,,,,,,,,,,,,,0.2199999999999999,0.0105356537528527,,
vsp11_240802_Ag-0.778-Zn-0.222_pp0_rep1,vsp,11,240802,Ag-0.779-Zn-0.221,"[0.0056862407030773, 0.0056862407030773]",Ag-0.786-Zn-0.214,"[0.0005773502691895, 0.0005773502691896]",,,,0.7793333333333333,0.0056862407030773,,,0.7856666666666666,0.0005773502691895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2206666666666666,0.0056862407030773,,,,,,,,,,,,,,,,,,0.2143333333333333,0.0005773502691896,,
vsp11_240802_Ag-0.8-Zn-0.2_pp0_rep1,vsp,11,240802,Ag-0.812-Zn-0.188,"[0.010816653826392, 0.0108166538263919]",Ag-0.827-Zn-0.173,"[0.0063508529610859, 0.0063508529610858]",,,,0.8119999999999999,0.010816653826392,,,0.8266666666666667,0.0063508529610859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1879999999999999,0.0108166538263919,,,,,,,,,,,,,,,,,,0.1733333333333333,0.0063508529610858,,
vsp11_240802_Ag-0.833-Zn-0.167_pp0_rep1,vsp,11,240802,Ag-0.799-Zn-0.201,"[0.0135277492584686, 0.0135277492584686]",Ag-0.826-Zn-0.174,"[0.0080829037686547, 0.0080829037686547]",,,,0.7989999999999999,0.0135277492584686,,,0.8256666666666668,0.0080829037686547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2009999999999999,0.0135277492584686,,,,,,,,,,,,,,,,,,0.1743333333333333,0.0080829037686547,,
vsp11_240802_Ag-0.889-Zn-0.111_pp0_rep1,vsp,11,240802,Ag-0.927-Zn-0.073,"[0.0051316014394468, 0.0052937069557478]",Ag-0.898-Zn-0.102,"[0.0051316014394468, 0.0052595944076833]",,,,0.9266666666666666,0.0051316014394468,,,0.8976666666666667,0.0051316014394468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0734333333333333,0.0052937069557478,,,,,,,,,,,,,,,,,,0.1022333333333333,0.0052595944076833,,
vsp11_240802_Ag-1.0_pp0_rep1,vsp,11,240802,Ag-1.0,[0.0015275252316518],Ag-1.0,[0.0104403065089105],,,,0.9953333333333334,0.0015275252316518,,,0.972,0.0104403065089105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0048,0.001682260384126,,,,,,,,,,,,,,,,,,0.0282666666666666,0.0104844329047084,,
vsp11_240802_Zn-1.0_pp0_rep1,vsp,11,240802,Zn-1.0,[0.00556776436283],Zn-1.0,[0.0135769412362776],,,,0.0171,0.0059573484034425,,,0.0882333333333333,0.0136588188850036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.983,0.00556776436283,,,,,,,,,,,,,,,,,,0.9116666666666666,0.0135769412362776,,
uoft8_241025_Ag-0.2-Cd-0.8_pp0_rep1,uoft,8,241025,Ag-0.143-Cd-0.857,"[0.0111504857891184, 0.0221434715736565]",,,,,,0.1393333333333333,0.0111504857891184,-0.0074666666666666,0.0021079215671683,,,,,0.0228333333333333,0.0092218942378089,-0.0070666666666666,0.0028005951748393,,,0.0196666666666666,0.0101298239537187,,,,,,,0.8363333333333333,0.0221434715736565,,,,,,,,,,,,,,,-0.0034,0.0005291502622129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Ag-0.25-Au-0.25-Cd-0.5_pp0_rep1,uoft,8,241025,Ag-0.166-Au-0.318-Cd-0.516,"[0.0455741154604233, 0.0130128141972954, 0.0258650343127551]",,,,,,0.158,0.0455741154604233,0.3016666666666667,0.0130128141972954,,,,,0.0048666666666666,0.0021361959960016,-0.0001666666666666,0.0002081665999466,,,0.0429666666666666,0.0129264586539907,,,,,,,0.49,0.0258650343127551,,,,,,,,,,,,,,,0.0023666666666666,0.0006027713773341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Ag-0.25-Au-0.5-Cd-0.25_pp0_rep1,uoft,8,241025,Ag-0.146-Au-0.628-Cd-0.226,"[0.0473856870091943, 0.0480138868800822, 0.0338673884437521]",,,,,,0.1343666666666666,0.0473856870091943,0.5776666666666667,0.0480138868800822,,,,,0.0546999999999999,0.0269735055193054,-0.0047666666666666,0.005488472768752,,,0.0443666666666666,0.0108408179273214,,,,,,,0.208,0.0338673884437521,,,,,,,,,,,,,,,-0.0139333333333333,0.0098348021501875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Ag-0.25-Cd-0.5-Pd-0.25_pp0_rep1,uoft,8,241025,Ag-0.239-Cd-0.511-Pd-0.251,"[0.0, 0.0331712727119918, 0.0338673884437522]",,,,,,0.235,0.0,-0.0179666666666666,0.0069514986393822,,,,,0.0724333333333333,0.0338121772935925,-0.0068666666666666,0.0073173310252668,,,0.247,0.0338673884437522,,,,,,,0.5033333333333334,0.0331712727119918,,,,,,,,,,,,,,,0.0001333333333333,0.0006658328118479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Ag-0.25-Cd-0.75_pp0_rep1,uoft,8,241025,Ag-0.164-Cd-0.836,"[0.0132035348802255, 0.0076376261582596]",,,,,,0.1603333333333333,0.0132035348802255,-0.0021,0.0032741411087489,,,,,0.0087333333333333,0.0031214312956291,-0.0018,0.0005291502622129,,,0.0200666666666666,0.0085704920123253,,,,,,,0.8166666666666668,0.0076376261582596,,,,,,,,,,,,,,,-0.002,0.0017776388834631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Ag-0.333-Cd-0.667_pp0_rep1,uoft,8,241025,Ag-0.235-Cd-0.765,"[0.0075718777944003, 0.0072341781380702]",,,,,,0.2213333333333333,0.0075718777944003,-0.0177333333333333,0.0061581923754729,,,,,0.0620999999999999,0.0091656969184017,-0.0028,0.0036496575181789,,,0.0226999999999999,0.0215292823846964,,,,,,,0.7183333333333333,0.0072341781380702,,,,,,,,,,,,,,,-0.0042666666666666,0.0036170890690351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Ag-0.5-Cd-0.25-Pd-0.25_pp0_rep1,uoft,8,241025,Ag-0.472-Cd-0.301-Pd-0.227,"[0.0263502055652955, 0.01, 0.021]",,,,,,0.4676666666666667,0.0263502055652955,-0.0020666666666666,0.0009609023536933,,,,,0.0119333333333333,0.0027682726262659,-0.0007666666666666,0.0020502032419575,,,0.225,0.021,,,,,,,0.299,0.01,,,,,,,,,,,,,,,-0.0009333333333333,0.0007767453465154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Ag-0.5-Cd-0.5_pp0_rep1,uoft,8,241025,Ag-0.484-Cd-0.516,"[0.0064291005073286, 0.006806859285554]",,,,,,0.4726666666666666,0.0064291005073286,-0.0013,0.0006082762530298,,,,,0.0091666666666666,0.0046929024423413,-0.0024333333333333,0.0005033222956847,,,0.0206333333333333,0.0103635579476033,,,,,,,0.5043333333333333,0.006806859285554,,,,,,,,,,,,,,,-0.0031666666666666,0.0009451631252505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Ag-0.6-Cd-0.4_pp0_rep1,uoft,8,241025,Ag-0.566-Cd-0.434,"[0.01, 0.0072111025509279]",,,,,,0.556,0.01,-0.0006333333333333,0.0003214550253664,,,,,0.0100666666666666,0.001890326250501,-0.0031333333333333,0.0006506407098647,,,0.0145333333333333,0.009790471558272,,,,,,,0.426,0.0072111025509279,,,,,,,,,,,,,,,-0.0032666666666666,0.0002516611478423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Ag-0.75-Cd-0.25_pp0_rep1,uoft,8,241025,Ag-0.681-Cd-0.319,"[0.0198578280114753, 0.0219393102292058]",,,,,,0.6366666666666666,0.0198578280114753,-0.0109,0.002151743479135,,,,,0.0512333333333333,0.0211012637852175,-0.0063333333333333,0.0050934598588124,,,0.0379333333333333,0.0189394649695637,,,,,,,0.2986666666666666,0.0219393102292058,,,,,,,,,,,,,,,-0.0074333333333333,0.0037859388972001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.25-Cd-0.5-Pd-0.25_pp0_rep1,uoft,8,241025,Au-0.333-Cd-0.463-Pd-0.204,"[0.0225462487641144, 0.0055075705472861, 0.0280416357107308]",,,,,,-0.0077999999999999,0.0143,0.3226666666666666,0.0225462487641144,,,,,0.0492,0.0026514147167125,-0.0058,0.008563293758829,,,0.1983333333333333,0.0280416357107308,,,,,,,0.4486666666666667,0.0055075705472861,,,,,,,,,,,,,,,-0.0053999999999999,0.0042790185790669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.25-Cd-0.75_pp0_rep1,uoft,8,241025,Au-0.294-Cd-0.706,"[0.0080208062770106, 0.0225018517756502]",,,,,,-0.0020333333333333,0.0292200844169439,0.2843333333333333,0.0080208062770106,,,,,0.0084,0.0051739733281106,-0.0007666666666666,0.0018583146486355,,,0.0283666666666666,0.0020404247923737,,,,,,,0.6806666666666666,0.0225018517756502,,,,,,,,,,,,,,,0.0010333333333333,0.0027592269448766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.294-Cd-0.706_pp0_rep1,uoft,8,241025,Au-0.342-Cd-0.658,"[0.0187349939951951, 0.0160416125540213]",,,,,,-0.0022333333333333,0.0127582652948327,0.328,0.0187349939951951,,,,,0.0071333333333333,0.0026312227829154,-3.3333333333333335e-05,5.7735026918962585e-05,,,0.0321333333333333,0.0155320099579331,,,,,,,0.6316666666666667,0.0160416125540213,,,,,,,,,,,,,,,0.0029666666666666,0.0011590225767142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.308-Cd-0.692_pp0_rep1,uoft,8,241025,Au-0.401-Cd-0.599,"[0.0017320508075688, 0.021126602503321]",,,,,,0.0044333333333333,0.0225657557669432,0.373,0.0017320508075688,,,,,0.0144666666666666,0.0033171272711991,-0.0047666666666666,0.0005686240703077,,,0.0545,0.0112147224664723,,,,,,,0.5583333333333333,0.021126602503321,,,,,,,,,,,,,,,0.0005333333333333,0.001700980109623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.333-Cd-0.667_pp0_rep1,uoft,8,241025,Au-0.385-Cd-0.615,"[0.0030550504633038, 0.0035118845842842]",,,,,,-0.0152,0.005881326381013,0.3716666666666666,0.0030550504633038,,,,,0.0158333333333333,0.00820995330884,-0.0018333333333333,0.0015275252316519,,,0.0363999999999999,0.0084017855245179,,,,,,,0.5946666666666666,0.0035118845842842,,,,,,,,,,,,,,,-0.0015,0.0009165151389911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.333-Pd-0.667_pp0_rep1,uoft,8,241025,Au-0.262-Pd-0.738,"[0.0017320508075688, 0.0440151489073174]",,,,,,0.0098666666666666,0.0205115414665337,0.212,0.0017320508075688,,,,,0.1168333333333333,0.0302420788527067,0.0118333333333333,0.0059936077059925,,,0.5963333333333333,0.0440151489073174,,,,,,,0.0660666666666666,0.0340382627837164,,,,,,,,,,,,,,,-0.0131333333333333,0.009470656436242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.375-Cd-0.625_pp0_rep1,uoft,8,241025,Au-0.449-Cd-0.551,"[0.017616280348965, 0.0292631736715848]",,,,,,-0.0095333333333333,0.0104977775425722,0.4373333333333333,0.017616280348965,,,,,0.0201333333333333,0.0032593455375785,-0.0005,0.0010816653826391,,,0.0165,0.0157124154731218,,,,,,,0.5356666666666666,0.0292631736715848,,,,,,,,,,,,,,,0.0001666666666666,0.0019008769905844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.385-Cd-0.615_pp0_rep1,uoft,8,241025,Au-0.403-Cd-0.597,"[0.0092915732431775, 0.0158219257150743]",,,,,,0.0085666666666666,0.0162862928050963,0.3756666666666666,0.0092915732431775,,,,,0.0233333333333333,0.0049095145720665,-0.0070999999999999,0.0035791060336346,,,0.0440333333333333,0.0073214297328686,,,,,,,0.5576666666666666,0.0158219257150743,,,,,,,,,,,,,,,-0.0023,0.0006557438524302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.4-Cd-0.6_pp0_rep1,uoft,8,241025,Au-0.513-Cd-0.487,"[0.0413279566395436, 0.0491663841799794]",,,,,,0.0040999999999999,0.0184285105203866,0.4869999999999999,0.0413279566395436,,,,,0.0323333333333333,0.0168244861239008,-0.0076,0.0074357245780085,,,0.0279,0.0283254302703418,,,,,,,0.4623333333333333,0.0491663841799794,,,,,,,,,,,,,,,-0.0057333333333333,0.0024785748593361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.5-Cd-0.25-Cu-0.25_pp0_rep1,uoft,8,241025,Au-0.499-Cd-0.217-Cu-0.284,"[0.013, 0.0134536240470737, 0.0098149545762236]",,,,,,0.0009666666666666,0.0216631792065092,0.479,0.013,,,,,0.2716666666666666,0.0098149545762236,-0.0001999999999999,0.0003464101615137,,,0.0385999999999999,0.0080541914553852,,,,,,,0.208,0.0134536240470737,,,,,,,,,,,,,,,0.0024,0.0006244997998398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.5-Cd-0.25-Pd-0.25_pp0_rep1,uoft,8,241025,Au-0.577-Cd-0.199-Pd-0.224,"[0.0555187655962678, 0.015695009822658, 0.0328684245642125]",,,,,,-0.0104333333333333,0.0051983971888778,0.5773333333333334,0.0555187655962678,,,,,0.0220999999999999,0.0226053091109146,-0.0022666666666666,0.0033201405592735,,,0.2243333333333333,0.0328684245642125,,,,,,,0.1993333333333333,0.015695009822658,,,,,,,,,,,,,,,-0.0101666666666666,0.0068369096332578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft8_241025_Au-0.5-Cd-0.5_pp0_rep1,uoft,8,241025,Au-0.594-Cd-0.406,"[0.0279344470740577, 0.011]",,,,,,0.0023,0.0018520259177452,0.5643333333333334,0.0279344470740577,,,,,0.0392666666666666,0.0117598185927051,-0.0129,0.0017058722109231,,,0.0306,0.020971647527078,,,,,,,0.3859999999999999,0.011,,,,,,,,,,,,,,,-0.0095333333333333,0.001965536398374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
