xrd dir,sample id,source,batch number,batch date,target comp,xrf comp,xrf offset,xrf stdev,allsolutions_cifids,allsolutions_formulas,allsolutions_weights,allsolutions_rwp,total no of solutions,solutions_target_cifids,solutions_target_qrankings,solutions_target_qscore,solutions_target_formulas,solutions_target_rwp,solutions_target_wt,solutions_target_rankings
uoft4_240405\/raw\/uoft4_240405_Ag-0.4-Pd-0.6_pp0_rep1.xy,uoft4_240405_Ag-0.4-Pd-0.6_pp0_rep1,uoft,4,240405,Ag-0.4-Pd-0.6,Ag-0.407-Pd-0.593,"[-0.007, 0.007]","[0.0, 0.01]","[['dcgat-agm002179513', 'cod-1509119', 'mp-2646977'], ['dcgat-agm001851501', 'cod-1509119', 'mp-2646977'], ['cod-1509119', 'mp-2646977', 'mp-2646971'], ['dcgat-agm003292062', 'cod-1509119', 'mp-2646977'], ['mp-124', 'cod-1509119', 'mp-2646977'], ['dcgat-agm003290191', 'mp-2646977', 'mp-2646971'], ['mp-1056438'], ['cod-1509510'], ['oqmd-343039'], ['dcgat-agm003299726'], ['dcgat-agm003298644'], ['dcgat-agm003287137'], ['dcgat-agm001280692', 'mp-2646977', 'mp-2646971'], ['oqmd-305875', 'mp-2646977', 'mp-2646971'], ['dcgat-agm001415907', 'mp-2646977', 'mp-2646971']]","[['Ag-0.25-Pd-0.75', 'Ag-0.099-Pd-0.901', 'Pd-1.0'], ['Ag-0.333-Pd-0.667', 'Ag-0.099-Pd-0.901', 'Pd-1.0'], ['Ag-0.099-Pd-0.901', 'Pd-1.0', 'Ag-1.0'], ['Ag-0.556-Pd-0.444', 'Ag-0.099-Pd-0.901', 'Pd-1.0'], ['Ag-1.0', 'Ag-0.099-Pd-0.901', 'Pd-1.0'], ['Ag-0.429-Pd-0.571', 'Pd-1.0', 'Ag-1.0'], ['Pd-1.0'], ['Ag-0.49-Pd-0.51'], ['Ag-0.75-Pd-0.25'], ['Ag-0.125-Pd-0.875'], ['Ag-0.167-Pd-0.833'], ['Ag-0.4-Pd-0.6'], ['Ag-0.25-Pd-0.75', 'Pd-1.0', 'Ag-1.0'], ['Ag-0.5-Pd-0.5', 'Pd-1.0', 'Ag-1.0'], ['Ag-0.75-Pd-0.25', 'Pd-1.0', 'Ag-1.0']]","[[0.03, 0.86, 0.1], [0.04, 0.86, 0.11], [0.87, 0.11, 0.02], [0.02, 0.87, 0.11], [0.0, 0.88, 0.11], [0.84, 0.01, 0.16], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [0.95, 0.01, 0.04], [0.86, 0.13, 0.0], [1.0, 0.0, 0.0]]","[23.6, 23.9, 24.6, 25.1, 25.7, 27.1, 27.7, 27.8, 27.8, 27.8, 28.0, 29.3, 29.4, 45.1, 49.8]",15,[],[0],0.0,[],[],[],[]
uoft4_240405\/raw\/uoft4_240405_Ag-0.429-Pd-0.571_pp0_rep1.xy,uoft4_240405_Ag-0.429-Pd-0.571_pp0_rep1,uoft,4,240405,Ag-0.429-Pd-0.571,Ag-0.566-Pd-0.434,"[-0.137, 0.137]","[0.0, 0.0]","[['dcgat-agm003292479', 'cod-1509119', 'cod-1509510'], ['dcgat-agm001851502', 'cod-1509119', 'cod-1509510'], ['dcgat-agm003292062', 'cod-1509119', 'cod-1509510'], ['mp-124', 'cod-1509119', 'cod-1509510'], ['oqmd-305875', 'cod-1509119', 'cod-1509510'], ['cod-1509119', 'cod-1509510'], ['dcgat-agm003298644'], ['dcgat-agm003300116'], ['mp-1056438'], ['oqmd-343039'], ['cod-1509510'], ['dcgat-agm002179513'], ['dcgat-agm003299726'], ['dcgat-agm003290191', 'mp-2646977', 'mp-2646971'], ['dcgat-agm003290191'], ['dcgat-agm001280692'], ['dcgat-agm002126400', 'mp-2646977', 'mp-2646971'], ['dcgat-agm001851501']]","[['Ag-0.444-Pd-0.556', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.667-Pd-0.333', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.556-Pd-0.444', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-1.0', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.5-Pd-0.5', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.167-Pd-0.833'], ['Ag-0.111-Pd-0.889'], ['Pd-1.0'], ['Ag-0.75-Pd-0.25'], ['Ag-0.49-Pd-0.51'], ['Ag-0.25-Pd-0.75'], ['Ag-0.125-Pd-0.875'], ['Ag-0.429-Pd-0.571', 'Pd-1.0', 'Ag-1.0'], ['Ag-0.429-Pd-0.571'], ['Ag-0.25-Pd-0.75'], ['Ag-0.5-Pd-0.5', 'Pd-1.0', 'Ag-1.0'], ['Ag-0.333-Pd-0.667']]","[[0.04, 0.05, 0.91], [0.02, 0.06, 0.92], [0.03, 0.05, 0.91], [0.01, 0.05, 0.94], [0.01, 0.04, 0.95], [0.05, 0.95], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [0.93, 0.0, 0.07], [1.0], [1.0], [0.9, 0.01, 0.1], [1.0]]","[24.0, 24.9, 25.0, 27.0, 27.3, 27.5, 29.6, 29.8, 30.3, 30.3, 30.4, 30.4, 30.7, 33.8, 35.0, 39.0, 39.3, 42.9]",18,[],[0],0.0,[],[],[],[]
uoft4_240405\/raw\/uoft4_240405_Ag-0.444-Pd-0.556_pp0_rep1.xy,uoft4_240405_Ag-0.444-Pd-0.556_pp0_rep1,uoft,4,240405,Ag-0.444-Pd-0.556,Ag-0.485-Pd-0.515,"[-0.041, 0.041]","[0.01, 0.0]","[['dcgat-agm003292479', 'cod-1509119', 'cod-1509510'], ['dcgat-agm002126400', 'cod-1509119', 'cod-1509510'], ['dcgat-agm003292062', 'cod-1509119', 'cod-1509510'], ['mp-124', 'cod-1509119', 'cod-1509510'], ['oqmd-305875', 'cod-1509119', 'cod-1509510'], ['cod-1509119', 'cod-1509510'], ['dcgat-agm003298644'], ['mp-1056438'], ['oqmd-343039'], ['cod-1509510'], ['dcgat-agm003299726'], ['dcgat-agm002179513'], ['dcgat-agm003290191', 'mp-2646977', 'mp-2646971'], ['dcgat-agm001280692'], ['dcgat-agm001851501', 'mp-2646977', 'mp-2646971']]","[['Ag-0.444-Pd-0.556', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.5-Pd-0.5', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.556-Pd-0.444', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-1.0', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.5-Pd-0.5', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.167-Pd-0.833'], ['Pd-1.0'], ['Ag-0.75-Pd-0.25'], ['Ag-0.49-Pd-0.51'], ['Ag-0.125-Pd-0.875'], ['Ag-0.25-Pd-0.75'], ['Ag-0.429-Pd-0.571', 'Pd-1.0', 'Ag-1.0'], ['Ag-0.25-Pd-0.75'], ['Ag-0.333-Pd-0.667', 'Pd-1.0', 'Ag-1.0']]","[[0.04, 0.06, 0.9], [0.04, 0.06, 0.9], [0.04, 0.06, 0.9], [0.01, 0.06, 0.93], [0.02, 0.04, 0.94], [0.06, 0.94], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [0.99, 0.0, 0.01], [1.0], [0.9, 0.01, 0.09]]","[22.8, 23.2, 24.0, 26.2, 26.4, 26.6, 29.3, 29.3, 29.4, 29.4, 29.5, 30.5, 32.8, 35.1, 37.5]",15,[],[0],0.0,[],[],[],[]
uoft4_240405\/raw\/uoft4_240405_Ag-0.5-Au-0.5_pp0_rep1.xy,uoft4_240405_Ag-0.5-Au-0.5_pp0_rep1,uoft,4,240405,Ag-0.5-Au-0.5,Ag-0.339-Au-0.661,"[0.161, -0.161]","[0.02, 0.07]","[['mp-124', 'cod-1509205'], ['cod-1509205'], ['mp-863750', 'mp-124', 'cod-1509205'], ['mp-81', 'mp-124', 'cod-1509205'], ['dcgat-agm003194877', 'dcgat-agm003157171', 'mp-2646971'], ['dcgat-agm003172256', 'dcgat-agm003157171'], ['dcgat-agm003194878', 'dcgat-agm003157171'], ['dcgat-agm003172663'], ['dcgat-agm003161454'], ['dcgat-agm003268421'], ['oqmd-1472114', 'mp-124', 'cod-1509205']]","[['Ag-1.0', 'Ag-0.5-Au-0.5'], ['Ag-0.5-Au-0.5'], ['Ag-0.25-Au-0.75', 'Ag-1.0', 'Ag-0.5-Au-0.5'], ['Au-1.0', 'Ag-1.0', 'Ag-0.5-Au-0.5'], ['Ag-0.2-Au-0.8', 'Au-1.0', 'Ag-1.0'], ['Ag-0.25-Au-0.75', 'Au-1.0'], ['Ag-0.2-Au-0.8', 'Au-1.0'], ['Ag-0.25-Au-0.75'], ['Ag-0.333-Au-0.667'], ['Ag-0.333-Au-0.667'], ['Ag-0.125-Au-0.875', 'Ag-1.0', 'Ag-0.5-Au-0.5']]","[[0.01, 0.99], [1.0], [0.0, 0.01, 0.99], [0.0, 0.01, 0.99], [0.0, 0.93, 0.07], [0.0, 1.0], [0.0, 1.0], [1.0], [1.0], [1.0], [0.0, 0.15, 0.85]]","[22.9, 23.1, 24.4, 24.4, 39.2, 39.2, 39.5, 40.5, 41.2, 44.0, 46.0]",11,"[['dcgat-agm003161454'], ['dcgat-agm003268421']]","[40.05, 34.82]",40.05,"[['Ag-0.333-Au-0.667'], ['Ag-0.333-Au-0.667']]","[41.2, 44.0]","[[1.0], [1.0]]","[9, 10]"
uoft4_240405\/raw\/uoft4_240405_Ag-0.5-Cu-0.25-Pd-0.25_pp0_rep1.xy,uoft4_240405_Ag-0.5-Cu-0.25-Pd-0.25_pp0_rep1,uoft,4,240405,Ag-0.5-Cu-0.25-Pd-0.25,Ag-0.588-Cu-0.17-Pd-0.242,"[-0.088, 0.08, 0.008]","[0.01, 0.01, 0.0]",,,,,0,[],[0],0.0,[],[],[],[]
uoft4_240405\/raw\/uoft4_240405_Ag-0.5-Pd-0.5_pp0_rep1.xy,uoft4_240405_Ag-0.5-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.5-Pd-0.5,Ag-0.515-Pd-0.485,"[-0.015, 0.015]","[0.01, 0.01]","[['dcgat-agm003292479', 'cod-1509119', 'cod-1509510'], ['dcgat-agm002126400', 'cod-1509119', 'cod-1509510'], ['dcgat-agm003292062', 'cod-1509119', 'cod-1509510'], ['oqmd-305875', 'cod-1509119', 'cod-1509510'], ['mp-124', 'cod-1509119', 'cod-1509510'], ['cod-1509119', 'cod-1509510'], ['mp-2646971', 'cod-1509119', 'cod-1509510'], ['dcgat-agm003298644'], ['dcgat-agm003300116'], ['dcgat-agm001417020'], ['mp-1056438'], ['oqmd-343039'], ['cod-1509510'], ['dcgat-agm002179513'], ['dcgat-agm003299726'], ['dcgat-agm003290191', 'mp-2646977', 'mp-2646971'], ['dcgat-agm002126397'], ['dcgat-agm001280692'], ['dcgat-agm001851501', 'mp-2646977', 'mp-2646971'], ['dcgat-agm002126400'], ['dcgat-agm001415907']]","[['Ag-0.444-Pd-0.556', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.5-Pd-0.5', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.556-Pd-0.444', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.5-Pd-0.5', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-1.0', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-1.0', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.167-Pd-0.833'], ['Ag-0.111-Pd-0.889'], ['Ag-0.5-Pd-0.5'], ['Pd-1.0'], ['Ag-0.75-Pd-0.25'], ['Ag-0.49-Pd-0.51'], ['Ag-0.25-Pd-0.75'], ['Ag-0.125-Pd-0.875'], ['Ag-0.429-Pd-0.571', 'Pd-1.0', 'Ag-1.0'], ['Ag-0.5-Pd-0.5'], ['Ag-0.25-Pd-0.75'], ['Ag-0.333-Pd-0.667', 'Pd-1.0', 'Ag-1.0'], ['Ag-0.5-Pd-0.5'], ['Ag-0.75-Pd-0.25']]","[[0.05, 0.09, 0.86], [0.05, 0.09, 0.86], [0.04, 0.09, 0.87], [0.05, 0.03, 0.92], [0.01, 0.09, 0.9], [0.09, 0.91], [0.04, 0.09, 0.88], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [0.9, 0.01, 0.09], [1.0], [1.0], [0.88, 0.01, 0.11], [1.0], [1.0]]","[24.2, 24.7, 25.2, 27.2, 27.4, 27.8, 28.6, 30.3, 30.4, 30.5, 30.7, 30.7, 30.7, 30.9, 30.9, 31.9, 33.5, 34.7, 36.0, 36.2, 49.7]",21,"[['dcgat-agm001417020'], ['dcgat-agm002126397'], ['dcgat-agm002126400']]","[72.98, 62.81, 54.88]",72.98,"[['Ag-0.5-Pd-0.5'], ['Ag-0.5-Pd-0.5'], ['Ag-0.5-Pd-0.5']]","[30.5, 33.5, 36.2]","[[1.0], [1.0], [1.0]]","[10, 17, 20]"
uoft4_240405\/raw\/uoft4_240405_Ag-0.556-Pd-0.444_pp0_rep1.xy,uoft4_240405_Ag-0.556-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.556-Pd-0.444,Ag-0.599-Pd-0.401,"[-0.043, 0.043]","[0.01, 0.01]","[['dcgat-agm003292479', 'cod-1509119', 'cod-1509510'], ['dcgat-agm003292062', 'cod-1509119', 'cod-1509510'], ['oqmd-305875', 'cod-1509119', 'cod-1509510'], ['mp-124', 'cod-1509119', 'cod-1509510'], ['cod-1509119', 'cod-1509510'], ['dcgat-agm003300116'], ['dcgat-agm003298644'], ['dcgat-agm002179513'], ['mp-1056438'], ['oqmd-343039'], ['cod-1509510'], ['dcgat-agm003299726'], ['dcgat-agm003290191', 'mp-2646977', 'mp-2646971'], ['dcgat-agm001280692'], ['dcgat-agm001851501'], ['dcgat-agm001415907']]","[['Ag-0.444-Pd-0.556', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.556-Pd-0.444', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.5-Pd-0.5', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-1.0', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.111-Pd-0.889'], ['Ag-0.167-Pd-0.833'], ['Ag-0.25-Pd-0.75'], ['Pd-1.0'], ['Ag-0.75-Pd-0.25'], ['Ag-0.49-Pd-0.51'], ['Ag-0.125-Pd-0.875'], ['Ag-0.429-Pd-0.571', 'Pd-1.0', 'Ag-1.0'], ['Ag-0.25-Pd-0.75'], ['Ag-0.333-Pd-0.667'], ['Ag-0.75-Pd-0.25']]","[[0.03, 0.05, 0.92], [0.03, 0.05, 0.92], [0.02, 0.03, 0.95], [0.01, 0.05, 0.95], [0.05, 0.95], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [0.91, 0.0, 0.08], [1.0], [1.0], [1.0]]","[21.7, 22.5, 24.0, 24.0, 24.2, 25.8, 25.8, 26.2, 26.6, 26.7, 26.8, 27.2, 31.2, 36.7, 40.9, 49.9]",16,[],[0],0.0,[],[],[],[]
uoft4_240405\/raw\/uoft4_240405_Ag-0.625-Pd-0.375_pp0_rep1.xy,uoft4_240405_Ag-0.625-Pd-0.375_pp0_rep1,uoft,4,240405,Ag-0.625-Pd-0.375,Ag-0.68-Pd-0.32,"[-0.055, 0.055]","[0.02, 0.01]","[['dcgat-agm003292062', 'cod-1509119', 'cod-1509510'], ['dcgat-agm002179513'], ['oqmd-305875', 'cod-1509119', 'cod-1509510'], ['mp-124', 'cod-1509119', 'cod-1509510'], ['dcgat-agm003300116'], ['cod-1509119', 'cod-1509510'], ['dcgat-agm003298644'], ['mp-1056438'], ['oqmd-343039'], ['cod-1509510'], ['dcgat-agm003299726'], ['dcgat-agm003290191'], ['dcgat-agm001280692'], ['dcgat-agm001851501'], ['dcgat-agm001415907']]","[['Ag-0.556-Pd-0.444', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.25-Pd-0.75'], ['Ag-0.5-Pd-0.5', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-1.0', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.111-Pd-0.889'], ['Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.167-Pd-0.833'], ['Pd-1.0'], ['Ag-0.75-Pd-0.25'], ['Ag-0.49-Pd-0.51'], ['Ag-0.125-Pd-0.875'], ['Ag-0.429-Pd-0.571'], ['Ag-0.25-Pd-0.75'], ['Ag-0.333-Pd-0.667'], ['Ag-0.75-Pd-0.25']]","[[0.02, 0.04, 0.94], [1.0], [0.02, 0.02, 0.96], [0.0, 0.04, 0.96], [1.0], [0.04, 0.96], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[25.9, 26.2, 26.6, 26.8, 26.8, 26.8, 27.2, 28.3, 28.4, 28.5, 29.3, 37.0, 41.4, 45.0, 48.8]",15,[],[0],0.0,[],[],[],[]
uoft4_240405\/raw\/uoft4_240405_Ag-0.667-Pd-0.333_pp0_rep1.xy,uoft4_240405_Ag-0.667-Pd-0.333_pp0_rep1,uoft,4,240405,Ag-0.667-Pd-0.333,Ag-0.661-Pd-0.339,"[0.006, -0.006]","[0.0, 0.01]","[['dcgat-agm003292062', 'cod-1509119', 'cod-1509510'], ['mp-124', 'cod-1509119', 'cod-1509510'], ['oqmd-305875', 'cod-1509119', 'cod-1509510'], ['cod-1509119', 'cod-1509510'], ['dcgat-agm002179513'], ['dcgat-agm003300116'], ['dcgat-agm003298644'], ['mp-1056438'], ['oqmd-343039'], ['cod-1509510'], ['dcgat-agm003299726'], ['dcgat-agm003290191'], ['dcgat-agm001280692'], ['dcgat-agm001851501'], ['dcgat-agm003294509']]","[['Ag-0.556-Pd-0.444', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-1.0', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.5-Pd-0.5', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.25-Pd-0.75'], ['Ag-0.111-Pd-0.889'], ['Ag-0.167-Pd-0.833'], ['Pd-1.0'], ['Ag-0.75-Pd-0.25'], ['Ag-0.49-Pd-0.51'], ['Ag-0.125-Pd-0.875'], ['Ag-0.429-Pd-0.571'], ['Ag-0.25-Pd-0.75'], ['Ag-0.333-Pd-0.667'], ['Ag-0.667-Pd-0.333']]","[[0.02, 0.04, 0.93], [0.0, 0.04, 0.95], [0.01, 0.03, 0.96], [0.04, 0.96], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[25.0, 26.1, 26.1, 26.2, 26.6, 26.7, 26.9, 28.1, 28.2, 28.3, 29.0, 35.4, 39.5, 43.3, 48.6]",15,[],[0],0.0,[],[],[],[]
uoft4_240405\/raw\/uoft4_240405_Ag-0.75-Pd-0.25_pp0_rep1.xy,uoft4_240405_Ag-0.75-Pd-0.25_pp0_rep1,uoft,4,240405,Ag-0.75-Pd-0.25,Ag-0.82-Pd-0.18,"[-0.07, 0.07]","[0.01, 0.02]","[['dcgat-agm002179513'], ['dcgat-agm003292479'], ['dcgat-agm003298644'], ['cod-1509119', 'cod-1509510', 'mp-1056438'], ['mp-124', 'cod-1509119', 'cod-1509510'], ['dcgat-agm003292062'], ['dcgat-agm003300116'], ['dcgat-agm001193224'], ['dcgat-agm003290191'], ['dcgat-agm002126400'], ['dcgat-agm001280692'], ['dcgat-agm001851501'], ['oqmd-343039', 'cod-1509119', 'cod-1509510'], ['dcgat-agm003299726', 'cod-1509119', 'cod-1509510']]","[['Ag-0.25-Pd-0.75'], ['Ag-0.444-Pd-0.556'], ['Ag-0.167-Pd-0.833'], ['Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51', 'Pd-1.0'], ['Ag-1.0', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.556-Pd-0.444'], ['Ag-0.111-Pd-0.889'], ['Ag-0.833-Pd-0.167'], ['Ag-0.429-Pd-0.571'], ['Ag-0.5-Pd-0.5'], ['Ag-0.25-Pd-0.75'], ['Ag-0.333-Pd-0.667'], ['Ag-0.75-Pd-0.25', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.125-Pd-0.875', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51']]","[[1.0], [1.0], [1.0], [0.04, 0.0, 0.96], [0.0, 0.04, 0.96], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [0.95, 0.04, 0.01], [0.38, 0.03, 0.59]]","[23.0, 23.1, 24.2, 26.5, 26.8, 28.8, 29.2, 30.4, 33.1, 33.6, 35.4, 37.9, 43.8, 48.1]",14,[['dcgat-agm001193224']],[69.07],69.07,[['Ag-0.833-Pd-0.167']],[30.4],[[1.0]],[8]
uoft4_240405\/raw\/uoft4_240405_Ag-0.833-Cu-0.167_pp0_rep1.xy,uoft4_240405_Ag-0.833-Cu-0.167_pp0_rep1,uoft,4,240405,Ag-0.833-Cu-0.167,Ag-0.859-Cu-0.141,"[-0.026, 0.026]","[0.01, 0.02, 0]","[['cod-1509784', 'cod-1509854'], ['cod-1509079', 'cod-1509854'], ['mp-30', 'cod-1509854'], ['mp-124', 'cod-1509854'], ['dcgat-agm003204267', 'cod-1509854'], ['cod-1509854', 'cod-4319054', 'mp-1120774'], ['dcgat-agm001193046'], ['dcgat-agm003195137']]","[['Ag-0.286-Cu-0.286-O-0.429', 'Ag-0.97-Cu-0.03'], ['Ag-0.01-Cu-0.99', 'Ag-0.97-Cu-0.03'], ['Cu-1.0', 'Ag-0.97-Cu-0.03'], ['Ag-1.0', 'Ag-0.97-Cu-0.03'], ['Ag-0.333-Cu-0.667', 'Ag-0.97-Cu-0.03'], ['Ag-0.97-Cu-0.03', 'Ag-0.286-Cu-0.286-O-0.429', 'Cu-1.0'], ['Ag-0.833-Cu-0.167'], ['Ag-0.8-Cu-0.2']]","[[0.03, 0.97], [0.09, 0.91], [0.08, 0.92], [0.01, 0.99], [0.02, 0.98], [0.98, 0.0, 0.02], [1.0], [1.0]]","[24.6, 24.9, 25.3, 27.7, 27.8, 28.1, 37.0, 47.3]",8,[],[0],0.0,[],[],[],[]
uoft4_240405\/raw\/uoft4_240405_Ag-0.833-Pd-0.167_pp0_rep1.xy,uoft4_240405_Ag-0.833-Pd-0.167_pp0_rep1,uoft,4,240405,Ag-0.833-Pd-0.167,Ag-0.831-Pd-0.169,"[0.002, -0.002]","[0.01, 0.01]","[['dcgat-agm002179513'], ['dcgat-agm003292479'], ['dcgat-agm003298644'], ['cod-1509119', 'cod-1509510', 'mp-1056438'], ['mp-124', 'cod-1509119', 'cod-1509510'], ['dcgat-agm003300116'], ['dcgat-agm003292062'], ['dcgat-agm003290191'], ['dcgat-agm002126400'], ['dcgat-agm001280692']]","[['Ag-0.25-Pd-0.75'], ['Ag-0.444-Pd-0.556'], ['Ag-0.167-Pd-0.833'], ['Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51', 'Pd-1.0'], ['Ag-1.0', 'Ag-0.099-Pd-0.901', 'Ag-0.49-Pd-0.51'], ['Ag-0.111-Pd-0.889'], ['Ag-0.556-Pd-0.444'], ['Ag-0.429-Pd-0.571'], ['Ag-0.5-Pd-0.5'], ['Ag-0.25-Pd-0.75']]","[[1.0], [1.0], [1.0], [0.02, 0.0, 0.98], [0.0, 0.03, 0.97], [1.0], [1.0], [1.0], [1.0], [1.0]]","[25.7, 25.9, 28.5, 32.4, 32.7, 34.1, 36.6, 43.8, 44.5, 47.7]",10,[],[0],0.0,[],[],[],[]
uoft4_240405\/raw\/uoft4_240405_Ag-0.889-Cu-0.111_pp0_rep1.xy,uoft4_240405_Ag-0.889-Cu-0.111_pp0_rep1,uoft,4,240405,Ag-0.889-Cu-0.111,Ag-0.934-Cu-0.066,"[-0.045, 0.045]","[0.14, 0.01, 0]","[['cod-1509854'], ['dcgat-agm001193046'], ['cod-2106291', 'mp-2646971'], ['cod-9000603', 'mp-2646971'], ['dcgat-agm003195137']]","[['Ag-0.97-Cu-0.03'], ['Ag-0.833-Cu-0.167'], ['Cu-0.124-O-0.876', 'Ag-1.0'], ['Cu-0.571-O-0.429', 'Ag-1.0'], ['Ag-0.8-Cu-0.2']]","[[1.0], [1.0], [0.08, 0.92], [0.02, 0.98], [1.0]]","[28.3, 33.9, 38.8, 39.6, 40.2]",5,[],[0],0.0,[],[],[],[]
uoft4_240405\/raw\/uoft4_240405_Ag-0.889-Hg-0.111_pp0_rep1.xy,uoft4_240405_Ag-0.889-Hg-0.111_pp0_rep1,uoft,4,240405,Ag-0.889-Hg-0.111,Ag-0.984-Hg-0.016,"[-0.095, 0.095]","[0.05, 0.01]","[['cod-7109278', 'mp-2646971', 'mp-758433'], ['cod-1509684', 'mp-2646971', 'mp-758433'], ['cod-1010486', 'mp-2646971', 'mp-758433'], ['cod-9011117']]","[['Ag-0.75-O-0.25', 'Ag-1.0', 'Ag-0.5-Hg-0.5'], ['Ag-0.667-O-0.333', 'Ag-1.0', 'Ag-0.5-Hg-0.5'], ['Ag-0.667-O-0.333', 'Ag-1.0', 'Ag-0.5-Hg-0.5'], ['Ag-0.062-Hg-0.938']]","[[0.02, 0.97, 0.01], [0.04, 0.95, 0.01], [0.0, 0.99, 0.01], [1.0]]","[37.9, 38.4, 38.5, 44.6]",4,"[['mp-2646971'], ['mp-2646971'], ['mp-2646971']]","[100.0, 97.53, 97.04]",100.0,"[['Ag-1.0'], ['Ag-1.0'], ['Ag-1.0']]","[37.9, 38.4, 38.5]","[[0.97], [0.95], [0.99]]","[1, 2, 3]"
uoft4_240405\/raw\/uoft4_240405_Ag-1.0_pp0_rep1.xy,uoft4_240405_Ag-1.0_pp0_rep1,uoft,4,240405,Ag-1.0,Ag-1.0,[0.0],"[0.02, 0]","[['cod-1010486', 'mp-2646971', 'mp-124'], ['mp-989737', 'mp-124', 'mp-2646971']]","[['Ag-0.667-O-0.333', 'Ag-1.0', 'Ag-1.0'], ['Ag-1.0', 'Ag-1.0', 'Ag-1.0']]","[[0.0, 0.99, 0.01], [0.0, 0.01, 0.99]]","[49.4, 49.9]",2,[['mp-2646971']],[100.0],100.0,[['Ag-1.0']],[49.4],[[0.99]],[1]
