,bulk_id,slab_comp,predicted_voltage_she
18456,mp-1103697,Bi-0.286-Pd-0.429-Se-0.286,-1.2592836175122875
14220,dcgat-agm003436058,Cu-0.167-Ni-0.333-Pt-0.5,-1.2592967579494254
6355,dcgat-agm002373012,Cd-0.25-Ga-0.25-Pt-0.5,-1.2593120103569166
4546,dcgat-agm002144503,Co-0.25-Ir-0.75,-1.2593129493877249
18166,mp-1025302,Hg-0.143-P-0.143-Pd-0.714,-1.2593153360252827
20834,oqmd-1017613,Au-0.25-Pd-0.5-Zn-0.25,-1.2593210104221417
2563,dcgat-agm001616995,Co-0.2-H-0.2-Mn-0.4-Pd-0.2,-1.2593449452134835
23546,oqmd-744282,Fe-0.5-Ga-0.25-Ir-0.25,-1.2594055958836026
11514,dcgat-agm003204083,Pt-0.333-Rh-0.667,-1.2594504345317135
22906,oqmd-17290,Ga-0.375-Pt-0.625,-1.2594574910076934
19179,mp-1224691,Fe-0.333-Sb-0.167-Te-0.5,-1.259468137771416
14370,dcgat-agm003437907,Ga-0.5-Ir-0.333-Rh-0.167,-1.2595152653552808
8570,dcgat-agm003170324,Au-0.25-Cd-0.5-Pt-0.25,-1.2595434330185276
17731,dcgat-agm003767178,Ir-0.125-Rh-0.75-Zn-0.125,-1.259613309348846
539,dcgat-agm001138744,Ir-0.25-Rh-0.5-Zn-0.25,-1.259617039571224
16990,dcgat-agm003659912,Co-0.1-H-0.5-Pd-0.4,-1.25962378752127
15189,dcgat-agm003519336,Ga-0.182-Pd-0.727-Sb-0.091,-1.2596276483531428
21724,oqmd-1473829,Cu-0.5-Te-0.5,-1.2596451013786907
22760,oqmd-1645899,Ge-0.5-Ir-0.125-Rh-0.375,-1.259662244597799
20785,oqmd-1017228,Au-0.25-In-0.25-Pd-0.5,-1.2596803496485411
436,dcgat-agm001130002,Cu-0.25-Ir-0.25-Rh-0.5,-1.2597279476839125
15238,dcgat-agm003526079,Ge-0.182-Pd-0.727-Zn-0.091,-1.2597544922190904
1722,dcgat-agm001308803,Ir-0.25-Ru-0.25-Sn-0.25-Zn-0.25,-1.2597857193019064
8297,dcgat-agm003165660,Ni-0.25-Pt-0.5-Zn-0.25,-1.2598361567538503
19226,mp-1225751,Cu-0.6-Pd-0.4,-1.2598987874553393
2328,dcgat-agm001613979,H-0.2-Hg-0.2-Ni-0.2-Pd-0.4,-1.2599296200592227
17164,dcgat-agm003700631,H-0.533-Ni-0.067-Pd-0.4,-1.2599715652663042
22786,oqmd-1646027,Ge-0.5-Ir-0.25-Ni-0.25,-1.2599931013947714
6511,dcgat-agm002488671,H-0.2-Pb-0.2-Pd-0.6,-1.2600006838583129
7948,dcgat-agm003161395,Ir-0.667-Os-0.333,-1.2600061549358377
15356,dcgat-agm003530806,Bi-0.091-Ga-0.182-Pd-0.727,-1.260047491336536
8919,dcgat-agm003176553,Co-0.25-Pt-0.5-Rh-0.25,-1.2600660064259852
5856,dcgat-agm002297245,Ir-0.286-Ni-0.143-Sn-0.571,-1.2600760380803395
7922,dcgat-agm003161261,Ir-0.333-Rh-0.667,-1.26008872720386
22997,oqmd-1799,Rh-0.5-Sb-0.5,-1.260096968279023
6775,dcgat-agm002924699,H-0.4-Ni-0.2-Rh-0.4,-1.260154139390306
21453,oqmd-1374164,Pb-0.333-Rh-0.5-Sb-0.167,-1.260155350024148
8526,dcgat-agm003168137,Ag-0.25-Se-0.5-Te-0.25,-1.2602350370421997
9000,dcgat-agm003177421,Cu-0.25-Ir-0.5-Rh-0.25,-1.2602659712305844
10011,dcgat-agm003190072,Ir-0.25-Pt-0.25-Rh-0.5,-1.2603049709132157
7577,dcgat-agm003081577,H-0.2-Pd-0.6-Zn-0.2,-1.2603299930344822
15547,dcgat-agm003556878,Cu-0.125-H-0.5-Rh-0.375,-1.2603644252551351
18532,mp-11658,Cu-0.333-Se-0.5-Sn-0.167,-1.260382838941931
2129,dcgat-agm001610655,Ag-0.2-Cd-0.2-H-0.2-Pd-0.4,-1.2603842031211272
20161,mp-643273,H-0.333-Na-0.167-Pd-0.5,-1.2604746692198683
15243,dcgat-agm003526159,Ge-0.182-Pd-0.727-Sb-0.091,-1.260493817148487
8244,dcgat-agm003164772,Cu-0.25-Ir-0.25-Zn-0.5,-1.260493883408552
20459,mp-9251,Pt-0.333-Te-0.5-Tl-0.167,-1.2604990753631986
8865,dcgat-agm003176162,Co-0.25-Ir-0.25-Pt-0.5,-1.26049940879241
10113,dcgat-agm003190725,Ir-0.75-Ni-0.25,-1.2605311170493985
5034,dcgat-agm002180573,Ir-0.25-Rh-0.75,-1.2605465666986237
23263,oqmd-412286,Co-0.5-Fe-0.25-Mn-0.25,-1.2606025697591914
4433,dcgat-agm002131347,S-0.333-Se-0.333-Tc-0.333,-1.2606091504700072
9933,dcgat-agm003188569,Fe-0.75-Ir-0.25,-1.2606281343546706
14936,dcgat-agm003491222,In-0.222-Pd-0.667-Sb-0.111,-1.2606284371111314
7900,dcgat-agm003160515,Ir-0.667-Rh-0.333,-1.260661099206457
5255,dcgat-agm002205855,As-0.364-Co-0.545-Zn-0.091,-1.2606985407140998
15825,dcgat-agm003603914,Ir-0.333-Ni-0.333-Pt-0.333,-1.260705855423935
15108,dcgat-agm003515864,Ga-0.182-Pd-0.727-Zn-0.091,-1.26079219946156
11518,dcgat-agm003204087,Pt-0.167-Rh-0.833,-1.2607933133842355
17970,dcgat-agm003774369,Fe-0.125-Pt-0.75-Zn-0.125,-1.2607993901190016
8143,dcgat-agm003163961,Cu-0.25-Ir-0.75,-1.260799574089166
23760,oqmd-957402,Fe-0.333-Ge-0.333-Tc-0.333,-1.260831152001495
22084,oqmd-1551325,As-0.333-Os-0.333-Sb-0.333,-1.2608667255035826
7251,dcgat-agm003072891,Ga-0.2-H-0.2-Rh-0.6,-1.2609199943280975
9801,dcgat-agm003186776,Pt-0.25-Rh-0.75,-1.2609363826881785
23052,oqmd-301314,Au-0.75-Sn-0.25,-1.2609805667447573
13716,dcgat-agm003352903,Bi-0.25-H-0.167-Pd-0.583,-1.2609878316139747
13098,dcgat-agm003297325,Ni-0.2-Pd-0.8,-1.2610207815831207
16384,dcgat-agm003639040,Hg-0.1-Pt-0.5-Zn-0.4,-1.2610347974317588
9001,dcgat-agm003177423,Cu-0.25-Ir-0.5-Rh-0.25,-1.2610432495868338
8029,dcgat-agm003162733,Ir-0.5-Ni-0.25-Rh-0.25,-1.261048002590924
18038,dcgat-agm003774738,Ir-0.75-Ni-0.125-Os-0.125,-1.2610485517691874
12591,dcgat-agm003286763,Ir-0.4-Rh-0.6,-1.2610898630372938
12647,dcgat-agm003288073,Cu-0.6-Ir-0.4,-1.2611152373513468
979,dcgat-agm001203627,Cd-0.25-Cu-0.25-Pd-0.5,-1.2611639862396808
540,dcgat-agm001138746,Ir-0.5-Os-0.25-Zn-0.25,-1.2612004430683794
12869,dcgat-agm003292287,Ni-0.444-Pt-0.556,-1.2612382958513741
4473,dcgat-agm002136088,As-0.4-Se-0.6,-1.2612407753911459
10511,dcgat-agm003193540,Fe-0.2-Pt-0.8,-1.2612531992255809
11900,dcgat-agm003261032,Ir-0.375-Rh-0.625,-1.2613105147552242
6437,dcgat-agm002380452,In-0.5-Rh-0.333-Ru-0.167,-1.261337513684631
19999,mp-542106,Pd-0.667-Sb-0.333,-1.2613378737285297
7447,dcgat-agm003077777,H-0.2-In-0.2-Rh-0.6,-1.2613598669392156
15714,dcgat-agm003596618,Au-0.111-H-0.444-Pd-0.444,-1.261366068083455
10523,dcgat-agm003193630,Ir-0.6-Zn-0.4,-1.2613965834845011
20806,oqmd-1017446,Cd-0.25-Rh-0.5-Sn-0.25,-1.2614265135151599
10204,dcgat-agm003191327,Au-0.25-Cd-0.5-Pt-0.25,-1.2614671358700935
20029,mp-568032,Cd-0.143-In-0.286-Se-0.571,-1.2614880069426815
13426,dcgat-agm003307893,H-0.286-Pb-0.286-Rh-0.429,-1.2615148320313239
4482,dcgat-agm002136340,As-0.167-Pb-0.333-Pt-0.5,-1.261520208175865
9631,dcgat-agm003185938,Ir-0.25-Rh-0.75,-1.261544640703848
1419,dcgat-agm001265604,H-0.333-Ni-0.333-Pd-0.333,-1.2615762760836122
1387,dcgat-agm001260456,Ag-0.333-H-0.333-Pt-0.333,-1.2615810324342904
22796,oqmd-1646053,Ge-0.5-Ir-0.25-Pd-0.25,-1.2615951464508068
1097,dcgat-agm001217839,Ni-0.5-Pd-0.25-Sn-0.25,-1.2616082454314448
9805,dcgat-agm003186826,Ni-0.5-Pt-0.5,-1.261638948778157
21230,oqmd-1364864,Cd-0.667-Pt-0.333,-1.2616524991108191
17217,dcgat-agm003710050,H-0.6-Pd-0.2-Rh-0.2,-1.2616662278745014
18222,mp-1027890,Mo-0.333-S-0.5-Se-0.167,-1.2616673009481496
9799,dcgat-agm003186774,Pt-0.25-Rh-0.75,-1.2616696127993796
14956,dcgat-agm003495163,As-0.111-Pd-0.667-Sb-0.222,-1.2617181678319502
16268,dcgat-agm003633926,Ag-0.25-As-0.25-Pd-0.5,-1.261796109017697
2063,dcgat-agm001416932,Cu-0.5-Ir-0.5,-1.2618283298585569
8990,dcgat-agm003177388,Cu-0.25-Ir-0.5-Ni-0.25,-1.2618294380324717
7436,dcgat-agm003077716,Cd-0.2-H-0.2-Rh-0.6,-1.2619092244189827
14527,dcgat-agm003449903,H-0.286-Pd-0.571-Sb-0.143,-1.2619311793209005
20338,mp-864968,In-0.25-Mn-0.25-Rh-0.5,-1.2619381285492461
13693,dcgat-agm003341644,Ir-0.222-Pt-0.333-Rh-0.444,-1.261942371299753
15768,dcgat-agm003599987,Pb-0.333-Pt-0.333-Te-0.333,-1.2619461846949829
17270,dcgat-agm003721163,H-0.6-Pt-0.2-Rh-0.2,-1.2619683397982357
19689,mp-228,Rh-0.333-Te-0.667,-1.2620045268267686
21683,oqmd-1468936,Fe-0.333-Ga-0.333-Mn-0.333,-1.2620050253403878
2556,dcgat-agm001616782,Cu-0.2-H-0.2-Pb-0.2-Rh-0.4,-1.2620368123789785
9994,dcgat-agm003190002,Ir-0.5-Ni-0.5,-1.262048837539636
17197,dcgat-agm003705771,Bi-0.2-H-0.2-Pd-0.6,-1.2620536223879602
13574,dcgat-agm003328535,Au-0.25-Cu-0.375-Pd-0.375,-1.2620553049702887
17056,dcgat-agm003676719,Au-0.083-H-0.5-Pd-0.417,-1.262065987573966
11,dcgat-agm001008714,Cu-0.333-H-0.333-Pt-0.333,-1.2620735568966914
15914,dcgat-agm003609717,Bi-0.333-Rh-0.333-Se-0.333,-1.2620857592209638
14049,dcgat-agm003416132,Bi-0.333-Ga-0.167-Pt-0.5,-1.2621638952370189
19044,mp-1220167,Ge-0.118-Ni-0.647-Te-0.235,-1.2621992160512123
8031,dcgat-agm003162735,Ir-0.25-Ni-0.5-Rh-0.25,-1.2622119438208679
15822,dcgat-agm003603766,Cu-0.333-H-0.333-Pt-0.333,-1.2622321265974805
7923,dcgat-agm003161262,Ir-0.333-Rh-0.667,-1.2622818770984439
2207,dcgat-agm001612216,Cd-0.2-H-0.2-Pt-0.2-Rh-0.4,-1.2622925441776927
12798,dcgat-agm003290741,Ir-0.625-Rh-0.375,-1.2623002428359884
17451,dcgat-agm003742997,Ir-0.167-Ni-0.667-Sn-0.167,-1.2623320314367645
7902,dcgat-agm003160517,Ir-0.667-Rh-0.333,-1.2624000444216321
21285,oqmd-1367028,In-0.143-Pd-0.714-Te-0.143,-1.2624040348547942
12615,dcgat-agm003287099,H-0.6-Rh-0.4,-1.2624318541243844
5294,dcgat-agm002208699,Cu-0.25-Pd-0.5-Tl-0.25,-1.2624612276509493
17801,dcgat-agm003770194,Ir-0.75-Rh-0.125-Ru-0.125,-1.2625185789845808
16531,dcgat-agm003641576,Cd-0.1-Hg-0.4-Pd-0.5,-1.2625358099397364
5905,dcgat-agm002320838,Pt-0.5-Sb-0.167-Sn-0.333,-1.2625638085627426
2195,dcgat-agm001612189,Au-0.2-Cd-0.2-H-0.2-Pd-0.4,-1.262653893666402
10153,dcgat-agm003190840,Pt-0.75-Ru-0.25,-1.2626622301518702
11907,dcgat-agm003261058,Au-0.75-Mn-0.25,-1.2626956168200354
5890,dcgat-agm002310211,Pt-0.889-Ru-0.111,-1.262708977889186
19092,mp-1221404,Mo-0.333-S-0.333-Se-0.333,-1.2627379924822595
18174,mp-1025346,As-0.143-Ga-0.143-Pd-0.714,-1.26276274318003
12972,dcgat-agm003294531,Ir-0.667-Rh-0.333,-1.2627706901753726
13896,dcgat-agm003397623,Se-0.4-Te-0.2-Tl-0.4,-1.2628275365681443
9800,dcgat-agm003186775,Pt-0.25-Rh-0.75,-1.2628668931549583
15241,dcgat-agm003526123,As-0.091-Ge-0.182-Pd-0.727,-1.2628854126501938
21665,oqmd-1450837,Ge-0.4-Rh-0.6,-1.2628892708518942
8702,dcgat-agm003174439,Cd-0.5-In-0.25-Ir-0.25,-1.262911678919591
9080,dcgat-agm003178246,Fe-0.25-Ir-0.25-Pt-0.5,-1.2629667088998198
7347,dcgat-agm003075985,H-0.2-Ni-0.6-Sn-0.2,-1.2630278481856925
7256,dcgat-agm003072898,Ga-0.2-H-0.2-Rh-0.6,-1.2630997966808226
20554,mp-980665,Cu-0.25-Ir-0.25-Zn-0.5,-1.2631705682993548
8983,dcgat-agm003177235,Cu-0.25-Fe-0.25-Rh-0.5,-1.263205915346191
3738,dcgat-agm001851509,Ni-0.333-Pd-0.667,-1.2632264627429697
18421,mp-1102366,Rh-0.333-Sb-0.333-Se-0.333,-1.263242077267766
810,dcgat-agm001192692,Pt-0.167-Rh-0.833,-1.263323945438919
20858,oqmd-1019122,Cu-0.25-Ga-0.25-Pt-0.5,-1.2634151374487703
22,dcgat-agm001010360,Ag-0.333-Pt-0.333-Rh-0.333,-1.2634708196004638
23271,oqmd-426553,Co-0.4-Se-0.6,-1.2635374751069226
23365,oqmd-483137,Ir-0.25-Mn-0.25-Zn-0.5,-1.2635998420495085
3533,dcgat-agm001664198,Cu-0.4-H-0.2-Ru-0.2-Zn-0.2,-1.263607710730882
13802,dcgat-agm003387829,Ag-0.4-Cd-0.2-Pd-0.4,-1.263648388269612
6609,dcgat-agm002496681,Co-0.2-H-0.2-Pd-0.6,-1.2636506833529157
13495,dcgat-agm003317427,H-0.222-Pb-0.222-Rh-0.556,-1.263685658023455
11676,dcgat-agm003210661,Ir-0.667-Rh-0.333,-1.2636951140376849
5348,dcgat-agm002215034,Ge-0.143-Pd-0.714-Sn-0.143,-1.2637008125149887
18709,mp-1187939,Rh-0.5-Sn-0.25-Zn-0.25,-1.263702795018176
5322,dcgat-agm002212464,Fe-0.143-Pt-0.714-Sb-0.143,-1.2637049161182432
8242,dcgat-agm003164752,Ir-0.75-Zn-0.25,-1.2637368603313512
17797,dcgat-agm003770115,Ir-0.125-Pt-0.125-Rh-0.75,-1.2637510516912358
19335,mp-12464,Co-0.2-Pd-0.4-Se-0.4,-1.263764527021845
12734,dcgat-agm003289933,Cd-0.429-Pd-0.571,-1.2637901106303082
14219,dcgat-agm003436057,Ag-0.167-Cu-0.5-Pt-0.333,-1.263797303998635
2164,dcgat-agm001611188,Au-0.2-H-0.2-Ni-0.4-Pt-0.2,-1.2638148340161313
14369,dcgat-agm003437906,Ga-0.5-Ir-0.167-Rh-0.333,-1.2638290044155407
1398,dcgat-agm001263000,Cd-0.333-H-0.333-Rh-0.333,-1.2638420628133304
7420,dcgat-agm003077364,H-0.2-Pd-0.6-Sn-0.2,-1.2638752616808637
14644,dcgat-agm003465760,Ir-0.125-Pt-0.25-Rh-0.625,-1.2639207569475706
17586,dcgat-agm003763380,Pt-0.75-Rh-0.125-Ru-0.125,-1.263961477484607
10505,dcgat-agm003193506,Cu-0.2-Ir-0.8,-1.2639650979799253
9605,dcgat-agm003185802,Ir-0.5-Ni-0.25-Rh-0.25,-1.2639676186402808
19887,mp-321,Pb-0.667-Rh-0.333,-1.2640108150771927
431,dcgat-agm001129912,Au-0.5-Cu-0.25-Pd-0.25,-1.2640803739254842
18059,dcgat-agm003774811,Ir-0.125-Pd-0.125-Rh-0.75,-1.2640957331236837
10203,dcgat-agm003191326,Au-0.25-Cd-0.5-Pt-0.25,-1.2642180268087135
639,dcgat-agm001148218,In-0.5-Pd-0.25-Rh-0.25,-1.2642579274775811
5889,dcgat-agm002310210,Pt-0.833-Ru-0.167,-1.2642625038413855
21534,oqmd-1376612,Cd-0.667-Pd-0.333,-1.2642981321632272
4902,dcgat-agm002167039,As-0.333-Ni-0.667,-1.2643247909616169
21654,oqmd-1450051,Pt-0.333-Rh-0.667,-1.2643411457496683
3034,dcgat-agm001623773,Ge-0.2-H-0.2-Pd-0.2-Rh-0.4,-1.264372863207793
22090,oqmd-1551353,Ni-0.167-Os-0.167-Sb-0.667,-1.2643996625635183
19703,mp-2346,As-0.5-Ni-0.5,-1.2644272518283213
19788,mp-28954,Pd-0.2-Se-0.4-Tl-0.4,-1.264438602593696
8525,dcgat-agm003168136,Ag-0.25-Se-0.5-Te-0.25,-1.2644565812576412
6649,dcgat-agm002835698,H-0.25-Pd-0.5-Tl-0.25,-1.264471824673655
19476,mp-18365,Cu-0.167-Rb-0.167-Se-0.667,-1.2645107861431684
20261,mp-8073,As-0.333-Pd-0.667,-1.2645487239810325
10237,dcgat-agm003192028,Co-0.25-Cu-0.25-Pt-0.5,-1.2645543111204618
17880,dcgat-agm003771903,Cu-0.75-Pd-0.125-Rh-0.125,-1.2645759378272854
6269,dcgat-agm002360211,Ir-0.833-Zn-0.167,-1.2646137564695894
6289,dcgat-agm002360726,Rh-0.875-Zn-0.125,-1.2646197690225915
4720,dcgat-agm002151604,Ga-0.143-Pd-0.714-Sb-0.143,-1.2646382068167958
21043,oqmd-1287453,Cu-0.25-Ga-0.25-Pt-0.5,-1.264676206446616
10664,dcgat-agm003195087,Os-0.2-Pt-0.8,-1.2647251324559527
20408,mp-866041,Ga-0.5-Ir-0.25-Ru-0.25,-1.2647354175159888
20545,mp-978974,Rh-0.75-Sn-0.25,-1.2647384207280878
15605,dcgat-agm003575508,Ga-0.1-H-0.3-Pd-0.6,-1.2647449280180414
3705,dcgat-agm001850447,H-0.667-Ni-0.333,-1.264760894826387
1133,dcgat-agm001219196,Cd-0.5-Pd-0.25-Pt-0.25,-1.2647928575445495
19728,mp-24722,H-0.5-Rh-0.5,-1.264818743361241
18150,mp-1025161,In-0.143-P-0.143-Pd-0.714,-1.2648552399264759
19156,mp-1223977,In-0.312-Pt-0.688,-1.26493281361798
13674,dcgat-agm003339001,H-0.444-Ni-0.222-Pd-0.333,-1.2649957007348367
5057,dcgat-agm002181233,Pt-0.75-Ru-0.25,-1.2650153431284932
18751,mp-1194350,As-0.571-Se-0.429,-1.26502560843011
4613,dcgat-agm002146343,As-0.25-Cu-0.25-Se-0.5,-1.265037403389179
21045,oqmd-1287539,Ag-0.5-Cu-0.167-Se-0.333,-1.2650443268395293
13437,dcgat-agm003309095,H-0.429-Ni-0.286-Rh-0.286,-1.265050071590609
7253,dcgat-agm003072893,Ga-0.2-H-0.2-Rh-0.6,-1.2650796009875633
13763,dcgat-agm003374344,Au-0.417-Pd-0.417-Zn-0.167,-1.265107764628787
21834,oqmd-1486868,Ir-0.333-Se-0.222-Te-0.444,-1.2651688847772915
9020,dcgat-agm003177882,Cu-0.25-Ni-0.5-Pt-0.25,-1.2651729598974422
19672,mp-22585,Ge-0.333-Rh-0.667,-1.2652174145949204
3767,dcgat-agm002017926,Bi-0.333-Se-0.667,-1.2652182532366516
2275,dcgat-agm001613508,Ga-0.2-H-0.2-Pt-0.2-Rh-0.4,-1.2652557875544272
13436,dcgat-agm003309073,Ag-0.286-H-0.429-Pt-0.286,-1.2652833582077623
4581,dcgat-agm002145905,Cd-0.125-Cu-0.25-In-0.125-Se-0.5,-1.2652887480267734
20112,mp-590,As-0.5-Ni-0.5,-1.2653354436448958
2079,dcgat-agm001417160,Ir-0.5-Rh-0.5,-1.2653478881246478
11723,dcgat-agm003212389,Pt-0.333-Rh-0.667,-1.2653642875138282
21059,oqmd-1338533,Cd-0.692-Rh-0.308,-1.265446906929533
6888,dcgat-agm002952697,Ag-0.2-In-0.4-Pt-0.4,-1.2655023485913621
16561,dcgat-agm003642731,Cu-0.4-Pd-0.5-Zn-0.1,-1.2655191236165808
6617,dcgat-agm002497101,H-0.2-In-0.2-Rh-0.6,-1.265565907116386
18138,mp-1023934,Mo-0.333-Se-0.667,-1.2656122266529009
15739,dcgat-agm003598320,H-0.333-Rh-0.333-Tl-0.333,-1.265616751889758
5962,dcgat-agm002327783,Al-0.25-Co-0.25-Mn-0.25-Pt-0.25,-1.2656353015019377
9056,dcgat-agm003178092,Cu-0.5-Rh-0.25-Zn-0.25,-1.265653159615613
21583,oqmd-1435771,Mn-0.333-Se-0.667,-1.2656717422240287
8260,dcgat-agm003165283,Ir-0.25-Pt-0.5-Ru-0.25,-1.265675905350419
11223,dcgat-agm003203168,Ir-0.333-Rh-0.667,-1.26571412026995
6547,dcgat-agm002491422,H-0.2-Ni-0.6-Rh-0.2,-1.2657222268126889
23447,oqmd-552190,Fe-0.25-Ga-0.25-Tc-0.5,-1.2657485417711007
12619,dcgat-agm003287150,Ir-0.6-Rh-0.4,-1.2657554053065754
21209,oqmd-1343838,Sb-0.4-Se-0.6,-1.2658254072499897
14925,dcgat-agm003490203,Pd-0.667-Sb-0.222-Zn-0.111,-1.2658345917723275
18846,mp-1215466,Hg-0.25-Se-0.5-Zn-0.25,-1.2658444065448742
16414,dcgat-agm003639382,Ga-0.5-Ir-0.4-Ru-0.1,-1.265860494139178
9630,dcgat-agm003185937,Ir-0.25-Rh-0.75,-1.265890376110789
20140,mp-624221,Ge-0.375-Rh-0.625,-1.2659010796107966
23106,oqmd-310612,Co-0.25-Fe-0.75,-1.2659197508545685
12873,dcgat-agm003292322,Cu-0.556-Pd-0.444,-1.2659499552007385
6734,dcgat-agm002924123,H-0.4-Rh-0.4-Tl-0.2,-1.2659709535210557
4488,dcgat-agm002136625,Au-1.0,-1.2659841662033715
17266,dcgat-agm003720000,Bi-0.6-Ir-0.2-Pb-0.2,-1.2659868222477613
4722,dcgat-agm002151641,Ga-0.333-Rh-0.667,-1.2659878134661446
14958,dcgat-agm003495733,Cu-0.111-Ir-0.222-Rh-0.667,-1.2659969065098577
19045,mp-1220298,Ge-0.16-Ni-0.68-Se-0.16,-1.2660114263983937
5491,dcgat-agm002227233,Ni-0.333-Pd-0.667,-1.2660120563054522
14214,dcgat-agm003436047,Cd-0.167-Pt-0.5-Zn-0.333,-1.2660489037752654
8444,dcgat-agm003166974,Ag-0.25-Cd-0.5-Pt-0.25,-1.266050767134006
18264,mp-1064606,Co-0.5-Fe-0.25-Ge-0.25,-1.2660537109618186
14167,dcgat-agm003430311,Ag-0.167-H-0.5-Pt-0.333,-1.2660661697495708
16684,dcgat-agm003645051,Ir-0.1-Pd-0.4-Zn-0.5,-1.2660860583147806
8243,dcgat-agm003164756,Ir-0.75-Zn-0.25,-1.266088432603064
4754,dcgat-agm002152738,Cd-0.286-Ge-0.143-Se-0.571,-1.266093697234377
18701,mp-1187911,Co-0.5-Ga-0.25-Zn-0.25,-1.2661369055002774
882,dcgat-agm001193581,Ir-0.167-Rh-0.833,-1.2661678807851362
14614,dcgat-agm003463115,Ir-0.143-Rh-0.286-Sn-0.571,-1.2661853545766446
18662,mp-1186437,Pd-0.75-W-0.25,-1.2661937617692551
6087,dcgat-agm002340130,H-0.6-In-0.2-Os-0.2,-1.2662224889760125
18634,mp-1186002,Mn-0.25-Sb-0.25-Tc-0.5,-1.2662580749961099
4008,dcgat-agm002065441,As-0.333-Cd-0.333-Rh-0.333,-1.266275022646937
17344,dcgat-agm003735494,Au-0.667-Cu-0.167-Pd-0.167,-1.2662921418592035
16374,dcgat-agm003639022,Pd-0.5-Pt-0.1-Zn-0.4,-1.2663087401037898
18982,mp-1218898,Pt-0.333-Sn-0.333-Te-0.333,-1.2663262188119417
14334,dcgat-agm003437182,Cu-0.167-Ir-0.333-Rh-0.5,-1.2663270434293445
19112,mp-1221734,As-0.125-Mn-0.5-Sb-0.375,-1.2663682782360208
155,dcgat-agm001036418,Au-0.333-Ni-0.333-Pd-0.333,-1.2664407610902733
14322,dcgat-agm003436856,Cd-0.167-Mn-0.333-Pd-0.5,-1.2664602916186958
6229,dcgat-agm002351937,Au-0.5-In-0.25-Rh-0.25,-1.266480171436629
19491,mp-1918,Fe-0.5-Rh-0.5,-1.2664828268337955
14883,dcgat-agm003488776,Ga-0.111-Pd-0.667-Sn-0.222,-1.266489485215943
15475,dcgat-agm003549864,H-0.429-Ni-0.429-Rh-0.143,-1.2665008348360582
9281,dcgat-agm003181048,Ir-0.5-Ni-0.25-Zn-0.25,-1.2665256752047482
12518,dcgat-agm003283064,In-0.25-Ir-0.5-Si-0.25,-1.2665334053261783
5966,dcgat-agm002329499,Al-0.125-Pt-0.875,-1.2665395452725572
16380,dcgat-agm003639031,Pt-0.5-Rh-0.1-Zn-0.4,-1.2665609485559144
7947,dcgat-agm003161394,Ir-0.667-Ni-0.333,-1.2665797144957018
19479,mp-18561,As-0.125-Ga-0.25-Rh-0.625,-1.2665868371912863
3545,dcgat-agm001665227,Cu-0.4-Ga-0.2-H-0.2-Ir-0.2,-1.2666021368872595
4928,dcgat-agm002167816,As-0.167-Ni-0.833,-1.2666099898057803
23192,oqmd-343649,Ir-0.75-Ru-0.25,-1.2666152292342856
12888,dcgat-agm003292482,Ir-0.556-Rh-0.444,-1.2667823395942368
1124,dcgat-agm001219113,Ag-0.5-Au-0.25-Pd-0.25,-1.2668448130328658
22785,oqmd-1646026,Ge-0.5-Ir-0.25-Ni-0.25,-1.2668902539407187
20401,mp-865926,Cd-0.5-Pd-0.25-Rh-0.25,-1.2668981524109268
8227,dcgat-agm003164684,Ir-0.75-Ni-0.25,-1.266919038982481
10744,dcgat-agm003196053,Au-0.833-Mn-0.167,-1.2669290057821891
17791,dcgat-agm003770105,Cu-0.75-Pt-0.125-Rh-0.125,-1.2669574949935383
11272,dcgat-agm003203368,Ag-0.333-Te-0.667,-1.2669625536281495
9606,dcgat-agm003185803,Ir-0.5-Ni-0.25-Rh-0.25,-1.266981816462358
9312,dcgat-agm003181204,Ir-0.5-Pt-0.25-Ru-0.25,-1.2670056206516467
20793,oqmd-1017311,Os-0.5-Si-0.25-V-0.25,-1.2670117906704572
5902,dcgat-agm002320604,Ir-0.286-Pt-0.143-Sn-0.571,-1.267027414258762
15855,dcgat-agm003606179,Cd-0.333-Cu-0.333-Pt-0.333,-1.2671709771080262
22827,oqmd-1646142,Rh-0.5-Sb-0.375-Sn-0.125,-1.267171166858179
23187,oqmd-3368,In-0.25-Se-0.5-Tl-0.25,-1.267280597739612
16859,dcgat-agm003648090,In-0.4-Rh-0.5-Tl-0.1,-1.2673477809741902
7921,dcgat-agm003161260,Ir-0.333-Rh-0.667,-1.2673748747816083
7400,dcgat-agm003077264,H-0.2-In-0.2-Pd-0.6,-1.267394750455995
6496,dcgat-agm002487407,H-0.2-Rh-0.6-Sn-0.2,-1.2674260435225602
4426,dcgat-agm002127883,Ir-0.5-Rh-0.5,-1.2674826566299595
9614,dcgat-agm003185817,Ir-0.25-Ni-0.25-Rh-0.5,-1.2675195835483155
6948,dcgat-agm003010594,Au-0.2-Rh-0.4-Sn-0.4,-1.267533172869149
8320,dcgat-agm003165855,Pt-0.5-Rh-0.25-Ru-0.25,-1.2675395913236978
399,dcgat-agm001125910,Bi-0.25-Cd-0.25-Rh-0.5,-1.2675478370409392
6943,dcgat-agm003008492,Au-0.2-Pb-0.4-Pd-0.4,-1.267566883324399
14521,dcgat-agm003449888,H-0.571-Ni-0.286-Rh-0.143,-1.2675847332457755
