sample id,source,batch number,batch date,rod1,rod2,rod3,rod1 diameter (mm),rod2 diameter (mm),rod3 diameter (mm),voltage1 (kV),current1 (mA),voltage2 (kV),curren2 (mA),voltage3 (kV),current3 (mA),speed (um/s),wafer spot,,
vsp28_240927_Au-0.167-Cu-0.333-Pd-0.5_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,0.50,2.96,1.30,10.00,1.30,4.05,400,3,,
vsp28_240927_Au-0.222-Cu-0.222-Pd-0.556_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,2.21,1.30,10.00,1.30,6.80,280,4,,
vsp28_240927_Au-0.222-Cu-0.444-Pd-0.333_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,1.10,1.30,10.00,1.30,2.00,250,5,,
vsp28_240927_Au-0.25-Cu-0.25-Pd-0.5_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,2.21,1.30,10.00,1.30,5.34,430,6,,
vsp28_240927_Au-0.25-Cu-0.375-Pd-0.375_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,1.45,1.30,10.00,1.30,2.67,300,7,,
vsp28_240927_Au-0.25-Cu-0.5-Pd-0.25_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,1.10,1.30,10.00,1.30,1.33,270,8,,
vsp28_240927_Au-0.286-Cu-0.286-Pd-0.429_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,2.21,1.30,10.00,1.30,3.96,310,9,,
vsp28_240927_Au-0.333-Cu-0.333-Pd-0.333_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,2.21,1.30,10.00,1.30,2.67,1010,10,,
vsp28_240927_Au-0.333-Cu-0.444-Pd-0.222_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,1.66,1.30,10.00,1.30,1.33,1010,11,,
vsp28_240927_Au-0.375-Cu-0.25-Pd-0.375_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,3.36,1.30,10.00,1.30,4.06,1010,12,,
vsp28_240927_Au-0.4-Cu-0.2-Pd-0.4_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,4.41,1.30,10.00,1.30,5.34,460,13,,
vsp28_240927_Au-0.4-Cu-0.5-Pd-0.1_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,1.77,1.30,10.00,0.50,1.39,780,14,,
vsp28_240927_Au-0.417-Cu-0.417-Pd-0.167_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,2.21,1.30,10.00,1.30,1.08,780,15,,
vsp28_240927_Au-0.429-Cu-0.286-Pd-0.286_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,3.27,1.30,10.00,1.30,2.67,780,16,,
vsp28_240927_Au-0.444-Cu-0.222-Pd-0.333_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,4.41,1.30,10.00,1.30,4.00,700,17,,
vsp28_240927_Au-0.444-Cu-0.444-Pd-0.111_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,2.21,1.30,10.00,0.50,1.74,520,18,,
vsp28_240927_Au-0.5-Cu-0.25-Pd-0.25_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,4.41,1.30,10.00,1.30,2.67,610,19,,
vsp28_240927_Au-0.5-Cu-0.375-Pd-0.125_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,2.90,1.30,10.00,0.50,2.37,1210,20,,
vsp28_240927_Au-0.5-Cu-0.4-Pd-0.1_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,2.76,1.30,10.00,0.50,1.74,1310,21,,
vsp28_240927_Au-0.667-Cu-0.111-Pd-0.222_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,10.00,1.30,7.44,1.30,3.97,1530,22,,
vsp28_240927_Au-0.667-Cu-0.167-Pd-0.167_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,8.70,1.30,10.00,1.30,2.67,2160,23,,
vsp28_240927_Au-0.667-Cu-0.222-Pd-0.111_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,6.72,1.30,10.00,1.30,1.33,2110,24,,
vsp28_240927_Au-0.75-Cu-0.125-Pd-0.125_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,1.30,10.00,1.30,7.85,1.30,2.10,2030,25,,
vsp29_241004_Ag-0.1-Au-0.5-Pd-0.4_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,0.5,1.0,1.3,10.0,1.3,9.7,2930,1,,
vsp29_241004_Ag-0.125-Au-0.125-Pd-0.75_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,4.1,1.3,1.4,1.3,10.0,1260,2,,
vsp29_241004_Ag-0.125-Au-0.5-Pd-0.375_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,7.4,1.3,10.0,1.3,9.1,2930,3,,
vsp29_241004_Ag-0.125-Au-0.75-Pd-0.125_pp0_rep3,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,4.9,1.3,10.0,1.3,2.0,2250,4,,
vsp29_241004_Ag-0.143-Au-0.286-Pd-0.571_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,6.1,1.3,4.1,1.3,10.0,1860,5,,
vsp29_241004_Ag-0.167-Au-0.167-Pd-0.667_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,6.1,1.3,2.1,1.3,10.0,1460,6,,
vsp29_241004_Ag-0.167-Au-0.417-Pd-0.417_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,9.8,1.3,8.3,1.3,10.0,2770,7,,
vsp29_241004_Ag-0.167-Au-0.5-Pd-0.333_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,9.8,1.3,10.0,1.3,8.1,2940,8,,
vsp29_241004_Ag-0.167-Au-0.667-Pd-0.167_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,7.4,1.3,10.0,1.3,3.0,2420,9,,
vsp29_241004_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,1.3,3.4,1.3,8.2,1700,10,,
vsp29_241004_Ag-0.25-Au-0.375-Pd-0.375_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,1.3,5.1,1.3,6.2,1850,11,,
vsp29_241004_Ag-0.25-Au-0.5-Pd-0.25_pp0_rep3,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,1.3,6.8,1.3,4.1,1990,12,,
vsp29_241004_Ag-0.273-Au-0.636-Pd-0.091_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,1.3,7.9,1.3,1.4,1970,13,,
vsp29_241004_Ag-0.333-Au-0.333-Pd-0.333_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,1.3,3.4,1.3,4.1,1350,14,,
vsp29_241004_Ag-0.375-Au-0.375-Pd-0.25_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,1.3,3.4,1.3,2.7,1230,15,,
vsp29_241004_Ag-0.375-Au-0.5-Pd-0.125_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,1.3,4.5,0.5,3.6,1330,16,,
vsp29_241004_Ag-0.417-Au-0.083-Pd-0.5_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,0.5,1.8,1.3,4.9,900,17,,
vsp29_241004_Ag-0.429-Au-0.143-Pd-0.429_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,0.5,2.9,1.3,4.1,920,18,,
vsp29_241004_Ag-0.429-Au-0.286-Pd-0.286_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,1.3,2.3,1.3,2.7,1020,19,,
vsp29_241004_Ag-0.444-Au-0.444-Pd-0.111_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,1.3,3.4,1.3,1.0,1090,20,,
vsp29_241004_Ag-0.5-Au-0.125-Pd-0.375_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,0.5,2.2,1.3,3.1,780,21,,
vsp29_241004_Ag-0.5-Au-0.167-Pd-0.333_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,0.5,2.9,1.3,2.7,800,22,,
vsp29_241004_Ag-0.5-Au-0.25-Pd-0.25_pp0_rep3,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,1.3,1.7,1.3,2.1,850,23,,
vsp29_241004_Ag-0.5-Au-0.375-Pd-0.125_pp0_rep1,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,1.3,2.5,0.5,2.7,930,24,,
vsp29_241004_Ag-0.75-Au-0.125-Pd-0.125_pp0_rep3,vsp,29,241004,Ag,Au,Pd,3,2,3,1.3,10.0,0.5,1.5,0.5,1.8,520,25,,
